,Date,DXY
1142,2022-07-18,107.37000274658205
1143,2022-07-19,106.68000030517578
1144,2022-07-20,107.08000183105467
1145,2022-07-21,106.91000366210938
1146,2022-07-22,106.7300033569336
1147,2022-07-25,106.4800033569336
1148,2022-07-26,107.19000244140624
1149,2022-07-27,106.4499969482422
1150,2022-07-28,106.3499984741211
1151,2022-07-29,105.9000015258789
1152,2022-08-01,105.4499969482422
1153,2022-08-02,106.23999786376952
1154,2022-08-03,106.51000213623048
1155,2022-08-04,105.69000244140624
1156,2022-08-05,106.62000274658205
1157,2022-08-08,106.44000244140624
1158,2022-08-09,106.37000274658205
1159,2022-08-10,105.1999969482422
1160,2022-08-11,105.08999633789062
1161,2022-08-12,105.62999725341795
1162,2022-08-15,106.5500030517578
1163,2022-08-16,106.5
1164,2022-08-17,106.56999969482422
1165,2022-08-18,107.4800033569336
1166,2022-08-19,108.16999816894533
1167,2022-08-22,109.0500030517578
1168,2022-08-23,108.62000274658205
1169,2022-08-24,108.68000030517578
1170,2022-08-25,108.47000122070312
1171,2022-08-26,108.8000030517578
1172,2022-08-29,108.83999633789062
1173,2022-08-30,108.7699966430664
1174,2022-08-31,108.6999969482422
1175,2022-09-01,109.69000244140624
1176,2022-09-02,109.52999877929688
1177,2022-09-06,110.20999908447266
1178,2022-09-07,109.83999633789062
1179,2022-09-08,109.70999908447266
1180,2022-09-09,109.0
1181,2022-09-12,108.33000183105467
1182,2022-09-13,109.81999969482422
1183,2022-09-14,109.66000366210938
1184,2022-09-15,109.73999786376952
1185,2022-09-16,109.76000213623048
1186,2022-09-19,109.73999786376952
1187,2022-09-20,110.22000122070312
1188,2022-09-21,110.63999938964844
1189,2022-09-22,111.3499984741211
1190,2022-09-23,113.19000244140624
1191,2022-09-26,114.0999984741211
1192,2022-09-27,114.11000061035156
1193,2022-09-28,112.5999984741211
1194,2022-09-29,112.25
1195,2022-09-30,112.12000274658205
1196,2022-10-03,111.75
1197,2022-10-04,110.06999969482422
1198,2022-10-05,111.06999969482422
1199,2022-10-06,112.26000213623048
1200,2022-10-07,112.8000030517578
1201,2022-10-10,113.13999938964844
1202,2022-10-11,113.22000122070312
1203,2022-10-12,113.31999969482422
1204,2022-10-13,112.36000061035156
1205,2022-10-14,113.30999755859376
1206,2022-10-17,112.04000091552734
1207,2022-10-18,112.12999725341795
1208,2022-10-19,112.9800033569336
1209,2022-10-20,112.87999725341795
1210,2022-10-21,112.01000213623048
1211,2022-10-24,111.98999786376952
1212,2022-10-25,110.9499969482422
1213,2022-10-26,109.6999969482422
1214,2022-10-27,110.58999633789062
1215,2022-10-28,110.66999816894533
1216,2022-10-31,111.52999877929688
1217,2022-11-01,111.4800033569336
1218,2022-11-02,111.3499984741211
1219,2022-11-03,112.93000030517578
1220,2022-11-04,110.87999725341795
1221,2022-11-07,110.12000274658205
1222,2022-11-08,109.62000274658205
1223,2022-11-09,110.5500030517578
1224,2022-11-10,108.20999908447266
1225,2022-11-11,106.29000091552734
1226,2022-11-14,106.66000366210938
1227,2022-11-15,106.4000015258789
1228,2022-11-16,106.27999877929688
1229,2022-11-17,106.69000244140624
1230,2022-11-18,106.93000030517578
1231,2022-11-21,107.83999633789062
1232,2022-11-22,107.22000122070312
1233,2022-11-23,106.08000183105467
1234,2022-11-25,105.95999908447266
1235,2022-11-28,106.68000030517578
1236,2022-11-29,106.81999969482422
1237,2022-11-30,105.9499969482422
1238,2022-12-01,104.7300033569336
1239,2022-12-02,104.5500030517578
1240,2022-12-05,105.29000091552734
1241,2022-12-06,105.58000183105467
1242,2022-12-07,105.0999984741211
1243,2022-12-08,104.7699966430664
1244,2022-12-09,104.80999755859376
1245,2022-12-12,105.12999725341795
1246,2022-12-13,103.9800033569336
1247,2022-12-14,103.7699966430664
1248,2022-12-15,104.55999755859376
1249,2022-12-16,104.6999969482422
1250,2022-12-19,104.72000122070312
1251,2022-12-20,103.97000122070312
1252,2022-12-21,104.16000366210938
1253,2022-12-22,104.43000030517578
1254,2022-12-23,104.30999755859376
1255,2022-12-27,104.18000030517578
1256,2022-12-28,104.45999908447266
1257,2022-12-29,103.83999633789062
1258,2022-12-30,103.5199966430664
1259,2023-01-03,104.5199966430664
1260,2023-01-04,104.25
1261,2023-01-05,105.04000091552734
1262,2023-01-06,103.87999725341795
1263,2023-01-09,103.0
1264,2023-01-10,103.23999786376952
1265,2023-01-11,103.19000244140624
1266,2023-01-12,102.25
1267,2023-01-13,102.1999969482422
1268,2023-01-17,102.38999938964844
1269,2023-01-18,102.36000061035156
1270,2023-01-19,102.05999755859376
1271,2023-01-20,102.01000213623048
1272,2023-01-23,102.13999938964844
1273,2023-01-24,101.91999816894533
1274,2023-01-25,101.63999938964844
1275,2023-01-26,101.83999633789062
1276,2023-01-27,101.93000030517578
1277,2023-01-30,102.27999877929688
1278,2023-01-31,102.0999984741211
1279,2023-02-01,101.22000122070312
1280,2023-02-02,101.75
1281,2023-02-03,102.91999816894533
1282,2023-02-06,103.62000274658205
1283,2023-02-07,103.43000030517578
1284,2023-02-08,103.41000366210938
1285,2023-02-09,103.22000122070312
1286,2023-02-10,103.62999725341795
1287,2023-02-13,103.3499984741211
1288,2023-02-14,103.2300033569336
1289,2023-02-15,103.91999816894533
1290,2023-02-16,103.86000061035156
1291,2023-02-17,103.86000061035156
1292,2023-02-21,104.18000030517578
1293,2023-02-22,104.58999633789062
1294,2023-02-23,104.5999984741211
1295,2023-02-24,105.20999908447266
1296,2023-02-27,104.66999816894533
1297,2023-02-28,104.87000274658205
1298,2023-03-01,104.4800033569336
1299,2023-03-02,105.02999877929688
1300,2023-03-03,104.5199966430664
